label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
good,0.3771904706954956,0.3510661721229553,-0.06310267001390457,0.38658496737480164,0.3379818797111511,-0.10079594701528549,0.39044150710105896,0.3371489644050598,-0.10085316002368927,0.3948076367378235,0.33659496903419495,-0.10103170573711395,0.384382039308548,0.33879896998405457,-0.04030977934598923,0.3860379159450531,0.3384362459182739,-0.04031868278980255,0.38775235414505005,0.33827102184295654,-0.04039909318089485,0.42335814237594604,0.3381964862346649,-0.21545962989330292,0.41084787249565125,0.33967944979667664,0.05692218616604805,0.3938010334968567,0.3594363331794739,-0.09818138182163239,0.38974690437316895,0.36054497957229614,-0.01878349296748638,0.48953840136528015,0.38030460476875305,-0.323682963848114,0.4702194631099701,0.3945866525173187,0.15741214156150818,0.48362302780151367,0.28303390741348267,-0.5265293121337891,0.46585309505462646,0.3048011064529419,0.25278425216674805,0.528606653213501,0.20301339030265808,-0.5389692783355713,0.500743567943573,0.2308720052242279,0.04305964708328247,0.5384461879730225,0.18302132189273834,-0.5907518267631531,0.5156692862510681,0.21588774025440216,0.008216236717998981,0.5401060581207275,0.18972796201705933,-0.565037190914154,0.5169259905815125,0.21055252850055695,-0.031296256929636,0.5347137451171875,0.1944073885679245,-0.5290131568908691,0.5122130513191223,0.21767295897006989,0.014493447728455067,0.4756857454776764,0.5807201266288757,-0.19121691584587097,0.4623849391937256,0.5775721669197083,0.19076234102249146,0.4806789755821228,0.721843957901001,-0.13759014010429382,0.4830116033554077,0.7031938433647156,0.23840069770812988,0.5047563910484314,0.8691785335540771,-0.12640327215194702,0.5155227780342102,0.8246756792068481,0.37251630425453186,0.5320649743080139,0.8947974443435669,-0.1346064656972885,0.5369086861610413,0.8545219898223877,0.37717318534851074,0.3940102458000183,0.8943293690681458,-0.30991578102111816,0.4341166913509369,0.8520610928535461,0.2945733070373535
good,0.39853236079216003,0.3479416072368622,-0.12172789126634598,0.41082701086997986,0.33492615818977356,-0.15297667682170868,0.4153265953063965,0.33430367708206177,-0.15298819541931152,0.4196929335594177,0.33385273814201355,-0.15316273272037506,0.40617820620536804,0.3351476490497589,-0.095609650015831,0.40753814578056335,0.3346172571182251,-0.09560934454202652,0.4091089367866516,0.33413124084472656,-0.09579016268253326,0.4489764869213104,0.3371785879135132,-0.24376121163368225,0.43174371123313904,0.33776095509529114,0.0289482232183218,0.4152382016181946,0.3582782745361328,-0.1427382081747055,0.4089726507663727,0.3583792746067047,-0.06762392073869705,0.5037857890129089,0.38394874334335327,-0.365006685256958,0.47379565238952637,0.3944231867790222,0.1582273244857788,0.48432448506355286,0.2855234444141388,-0.5488585233688354,0.46583685278892517,0.30522871017456055,0.23608189821243286,0.5165475606918335,0.204146146774292,-0.5373700261116028,0.4953468143939972,0.22874261438846588,0.02335928939282894,0.5162765979766846,0.18733379244804382,-0.5962089896202087,0.4979467988014221,0.20871342718601227,-0.015737691894173622,0.5156904458999634,0.1905864030122757,-0.5689077973365784,0.4984376132488251,0.20831021666526794,-0.055800050497055054,0.5159789323806763,0.19557805359363556,-0.5283045172691345,0.4982823133468628,0.21280571818351746,-0.00723968306556344,0.48381489515304565,0.5916215777397156,-0.20188547670841217,0.4648098051548004,0.5858682990074158,0.20140959322452545,0.4829407334327698,0.73241126537323,-0.12308547645807266,0.483269065618515,0.7119140625,0.2956104874610901,0.5057850480079651,0.8733848333358765,-0.06706597656011581,0.5140137076377869,0.8248273730278015,0.4479553997516632,0.5340077877044678,0.9001339077949524,-0.07258563488721848,0.5347878932952881,0.8525416851043701,0.45491823554039,0.39705193042755127,0.8991949558258057,-0.26925185322761536,0.43102002143859863,0.8527307510375977,0.36908647418022156
good,0.4207940995693207,0.34487634897232056,-0.07681114971637726,0.43679532408714294,0.33135607838630676,-0.11273512989282608,0.4413752257823944,0.33116236329078674,-0.11275185644626617,0.4462343454360962,0.331015020608902,-0.11282955855131149,0.43286818265914917,0.33089181780815125,-0.05323275551199913,0.43463045358657837,0.3304194509983063,-0.05330059304833412,0.43641823530197144,0.32981759309768677,-0.053471680730581284,0.47880661487579346,0.3361566960811615,-0.22171713411808014,0.4642684757709503,0.3347466289997101,0.05295417457818985,0.4367009401321411,0.35616886615753174,-0.11016694456338882,0.43044474720954895,0.3556271195411682,-0.03206828981637955,0.5247092843055725,0.3941362500190735,-0.3699823021888733,0.4837784469127655,0.39730608463287354,0.17766717076301575,0.48701199889183044,0.3111943304538727,-0.608387291431427,0.47246718406677246,0.3180435299873352,0.27159711718559265,0.4983275830745697,0.23655761778354645,-0.6731486916542053,0.48879361152648926,0.24549300968647003,0.0666106790304184,0.5008738040924072,0.2154843956232071,-0.7384498715400696,0.4893757104873657,0.22202588617801666,0.02852291241288185,0.5006796717643738,0.21846336126327515,-0.7158806920051575,0.49470633268356323,0.21643802523612976,-0.016573941335082054,0.5004035830497742,0.22526884078979492,-0.6661373972892761,0.49187394976615906,0.2214995175600052,0.03444123640656471,0.4887169599533081,0.5932615399360657,-0.20136721432209015,0.464944988489151,0.5881255865097046,0.20087166130542755,0.496820867061615,0.7315202355384827,-0.12561215460300446,0.48867735266685486,0.7192218899726868,0.23484119772911072,0.506512463092804,0.8748909831047058,-0.07323432713747025,0.5127928853034973,0.8392097353935242,0.3570334017276764,0.5322359800338745,0.8991165161132812,-0.07805470377206802,0.5319403409957886,0.8646244406700134,0.3593902289867401,0.40266817808151245,0.9038143157958984,-0.2677440941333771,0.42826372385025024,0.8658995032310486,0.2560040354728699
good,0.4344226121902466,0.3485923111438751,-0.04764771834015846,0.44882503151893616,0.3373452126979828,-0.08522732555866241,0.45362788438796997,0.3374728262424469,-0.08527064323425293,0.4584501385688782,0.33755937218666077,-0.08534027636051178,0.44488534331321716,0.3363099992275238,-0.02297794073820114,0.44670483469963074,0.3358425199985504,-0.022985855117440224,0.4486099183559418,0.33520644903182983,-0.02309589274227619,0.4877958595752716,0.3422880172729492,-0.1937931776046753,0.4736752510070801,0.339866042137146,0.08659601956605911,0.4500162899494171,0.35898321866989136,-0.08066168427467346,0.44340091943740845,0.3578367531299591,0.0004201499104965478,0.5380573868751526,0.3992801904678345,-0.3590705990791321,0.4883410930633545,0.40470045804977417,0.22604325413703918,0.47258076071739197,0.326128751039505,-0.585601806640625,0.4644220173358917,0.33368539810180664,0.33830228447914124,0.4749690294265747,0.2497253119945526,-0.6371809244155884,0.4762129485607147,0.26349878311157227,0.16084975004196167,0.4719177484512329,0.23120690882205963,-0.7023525238037109,0.47744178771972656,0.24349482357501984,0.12981896102428436,0.47801756858825684,0.23393204808235168,-0.6836041212081909,0.48327964544296265,0.23784907162189484,0.08695702999830246,0.47878497838974,0.24140092730522156,-0.6306139826774597,0.4824428856372833,0.24818992614746094,0.1310862898826599,0.4927352964878082,0.5925592184066772,-0.20646114647388458,0.4652661681175232,0.5882409811019897,0.20602436363697052,0.5030795931816101,0.7312556505203247,-0.15414747595787048,0.4889870584011078,0.718854546546936,0.22445818781852722,0.5082812905311584,0.8750775456428528,-0.13826057314872742,0.5098829865455627,0.8389706015586853,0.32286790013313293,0.5316652655601501,0.8980060815811157,-0.14686428010463715,0.5255661010742188,0.8641025424003601,0.3236438035964966,0.4067189395427704,0.9022481441497803,-0.34042319655418396,0.4173431694507599,0.8649369478225708,0.21914558112621307
good,0.4452723562717438,0.3408276438713074,-0.11324215680360794,0.4593663811683655,0.33023014664649963,-0.15578991174697876,0.4635264575481415,0.3303590714931488,-0.1558217853307724,0.4676157832145691,0.33035221695899963,-0.15585105121135712,0.45575839281082153,0.329382061958313,-0.0926821306347847,0.457482248544693,0.3290601670742035,-0.09273604303598404,0.4590440094470978,0.32853180170059204,-0.0928681492805481,0.49703070521354675,0.33708494901657104,-0.2473338395357132,0.485850989818573,0.3342384397983551,0.036879293620586395,0.45739221572875977,0.35285621881484985,-0.13620597124099731,0.452487587928772,0.3528200387954712,-0.053687017410993576,0.5445005297660828,0.4000106751918793,-0.37436699867248535,0.492605984210968,0.40375950932502747,0.194535031914711,0.4697816073894501,0.3551066219806671,-0.7237941026687622,0.4556151032447815,0.3705202043056488,0.4644910991191864,0.46945780515670776,0.2822677791118622,-0.9446004033088684,0.47206443548202515,0.31382280588150024,0.5838722586631775,0.4681093990802765,0.264042466878891,-1.0242249965667725,0.4790515601634979,0.30162346363067627,0.5899945497512817,0.47774624824523926,0.2667892575263977,-1.015222430229187,0.5067391395568848,0.33144891262054443,0.5528379082679749,0.4779382348060608,0.27434003353118896,-0.9469565749168396,0.5020506978034973,0.3327724039554596,0.566216230392456,0.4960259795188904,0.5943790674209595,-0.2046322226524353,0.46699386835098267,0.5903224945068359,0.2042500078678131,0.5082260370254517,0.7383970022201538,-0.10819415748119354,0.4881593585014343,0.7232682108879089,0.25250861048698425,0.5112456679344177,0.875222384929657,-0.044255178421735764,0.5113108158111572,0.8414457440376282,0.38990846276283264,0.5319251418113708,0.9021970629692078,-0.04579896852374077,0.5255028605461121,0.8639610409736633,0.3965713083744049,0.40269502997398376,0.9038800597190857,-0.23183080554008484,0.4129604995250702,0.8624915480613708,0.3003045916557312
good,0.450081467628479,0.33632707595825195,-0.12721234560012817,0.4616217017173767,0.32284438610076904,-0.16999049484729767,0.465758740901947,0.32259801030158997,-0.17002196609973907,0.4697965681552887,0.3221305012702942,-0.1700764000415802,0.45667168498039246,0.3215945363044739,-0.10704261064529419,0.4576159119606018,0.32057079672813416,-0.10700379312038422,0.45841261744499207,0.3192470371723175,-0.10707298666238785,0.5006852149963379,0.32886356115341187,-0.2615882158279419,0.4855358600616455,0.3247542381286621,0.02168058417737484,0.46400853991508484,0.350158154964447,-0.15104202926158905,0.457182914018631,0.3497737646102905,-0.0689283013343811,0.5496792197227478,0.4001554250717163,-0.38405436277389526,0.49581286311149597,0.4026404321193695,0.18592999875545502,0.465487539768219,0.3674697279930115,-0.7285187244415283,0.4433518648147583,0.3879433274269104,0.4586108326911926,0.4691818356513977,0.2956183850765228,-0.8838555216789246,0.45074495673179626,0.3392123281955719,0.5831619501113892,0.47079822421073914,0.2771729826927185,-0.9364903569221497,0.46398475766181946,0.3225683271884918,0.5883318781852722,0.48062726855278015,0.27712759375572205,-0.954897940158844,0.48278990387916565,0.31760698556900024,0.56364905834198,0.4791578948497772,0.28622084856033325,-0.9064599871635437,0.48053601384162903,0.3203255534172058,0.5688577890396118,0.49599626660346985,0.5953172445297241,-0.19810280203819275,0.4658907353878021,0.5909731984138489,0.19792440533638,0.5061255097389221,0.7420665621757507,-0.11509272456169128,0.48880472779273987,0.7255892157554626,0.2845233976840973,0.510218620300293,0.8778590559959412,-0.09901264309883118,0.5113484859466553,0.8332453370094299,0.43246981501579285,0.5298473238945007,0.9048526883125305,-0.10593200474977493,0.5286059379577637,0.8583129048347473,0.4410121738910675,0.4002692401409149,0.9013025164604187,-0.2984454035758972,0.4117831885814667,0.8549271821975708,0.3545994758605957
good,0.4599083960056305,0.3515099585056305,-0.009902474470436573,0.4688011705875397,0.33819571137428284,-0.05726516991853714,0.47299718856811523,0.3373216688632965,-0.057318054139614105,0.4776080548763275,0.3359511196613312,-0.057437289506196976,0.45909926295280457,0.33750689029693604,0.003631430445238948,0.4582068622112274,0.3364788591861725,0.003771043149754405,0.45731019973754883,0.33508428931236267,0.0036558923311531544,0.507749080657959,0.33410781621932983,-0.16004019975662231,0.4843776524066925,0.33088889718055725,0.1110837534070015,0.4763375222682953,0.3615022897720337,-0.03464450687170029,0.468991756439209,0.3614974319934845,0.04341423511505127,0.5547993779182434,0.4005012810230255,-0.2687106430530548,0.4972218871116638,0.40292537212371826,0.2830183207988739,0.4379478693008423,0.40539732575416565,-0.35474893450737,0.4368055462837219,0.413291335105896,0.527568519115448,0.4544437527656555,0.32670602202415466,-0.21982857584953308,0.46510040760040283,0.3733152449131012,0.6616955399513245,0.4632657468318939,0.3048824965953827,-0.24047653377056122,0.48343268036842346,0.3657059073448181,0.6820588111877441,0.482192724943161,0.3063376247882843,-0.25290238857269287,0.49762821197509766,0.36143311858177185,0.669668436050415,0.4805695116519928,0.3149919807910919,-0.21922919154167175,0.4909982681274414,0.36404120922088623,0.6547704935073853,0.49775639176368713,0.5847998857498169,-0.18959639966487885,0.4641268253326416,0.5836926102638245,0.18968132138252258,0.5064049959182739,0.7399982810020447,-0.2131916880607605,0.48829177021980286,0.7254039645195007,0.25738751888275146,0.5102704763412476,0.8800846338272095,-0.29529085755348206,0.5075074434280396,0.8302564024925232,0.378647118806839,0.5299901366233826,0.9046553373336792,-0.3114040195941925,0.5221703052520752,0.8588574528694153,0.384776771068573,0.40202251076698303,0.8981393575668335,-0.5035724639892578,0.4088682234287262,0.8535339832305908,0.2910861074924469
good,0.4470385015010834,0.35767894983291626,0.010723876766860485,0.456181138753891,0.3457951247692108,-0.03214361146092415,0.46156996488571167,0.3446448743343353,-0.03217887878417969,0.46716076135635376,0.3433897793292999,-0.032290324568748474,0.4492575228214264,0.34616562724113464,0.02582726627588272,0.44997817277908325,0.3454245626926422,0.025903120636940002,0.45072269439697266,0.34457629919052124,0.0257723405957222,0.5030931830406189,0.3412443995475769,-0.12312082201242447,0.4814209043979645,0.3406893014907837,0.1330508589744568,0.47327885031700134,0.3637085258960724,-0.01133880577981472,0.46558839082717896,0.3643946349620819,0.06261764466762543,0.5572030544281006,0.4034804105758667,-0.21782329678535461,0.4942369759082794,0.40332168340682983,0.2926306426525116,0.43894699215888977,0.43664732575416565,-0.28654465079307556,0.4191296100616455,0.430022269487381,0.5051751732826233,0.47660160064697266,0.3519223630428314,-0.16558891534805298,0.43532460927963257,0.3679252862930298,0.6164054870605469,0.5009279251098633,0.33153390884399414,-0.1727333664894104,0.4386516213417053,0.34529972076416016,0.6363288164138794,0.5177261233329773,0.3306521475315094,-0.18609747290611267,0.4761660397052765,0.3580842614173889,0.6322706341743469,0.5129378437995911,0.33755868673324585,-0.16402173042297363,0.4713483154773712,0.3630875051021576,0.6126978993415833,0.49756860733032227,0.5820261836051941,-0.18182618916034698,0.4629721939563751,0.5808477401733398,0.18207857012748718,0.5042904019355774,0.7381057143211365,-0.19891516864299774,0.4907105565071106,0.7270902395248413,0.21034227311611176,0.5089969635009766,0.8815509676933289,-0.26953765749931335,0.5069823861122131,0.8341010212898254,0.2957330346107483,0.5300823450088501,0.9050577282905579,-0.2826870381832123,0.523751974105835,0.86330246925354,0.29886600375175476,0.40076345205307007,0.8970829248428345,-0.45986437797546387,0.41097477078437805,0.8568432331085205,0.21500076353549957
good,0.4474242031574249,0.3573748469352722,0.0218132883310318,0.4615996181964874,0.3450681269168854,-0.018628234043717384,0.4681214392185211,0.34438273310661316,-0.018674517050385475,0.48358097672462463,0.34355834126472473,-0.01877150870859623,0.4546528160572052,0.3451550602912903,0.03873329982161522,0.45582473278045654,0.3446987271308899,0.038783397525548935,0.4577370882034302,0.34389248490333557,0.03862226754426956,0.503532886505127,0.3441821336746216,-0.1013224646449089,0.48505157232284546,0.34336307644844055,0.1502828598022461,0.4687926471233368,0.36662623286247253,0.0017875495832413435,0.45961320400238037,0.36701473593711853,0.07404555380344391,0.5328505635261536,0.40338727831840515,-0.23544031381607056,0.49752435088157654,0.4080643057823181,0.33336108922958374,0.4422231912612915,0.4610685408115387,-0.2886039912700653,0.4424986243247986,0.4768446385860443,0.5256635546684265,0.4752505123615265,0.38040849566459656,-0.09087055921554565,0.4521009922027588,0.43332788348197937,0.6446498036384583,0.48652490973472595,0.3556416630744934,-0.08826030790805817,0.4655917286872864,0.42525824904441833,0.6721051931381226,0.5130558609962463,0.35359761118888855,-0.09034018218517303,0.4764772653579712,0.41917482018470764,0.6623629331588745,0.5087282061576843,0.3634967803955078,-0.08271674066781998,0.473087340593338,0.4218715727329254,0.6394214034080505,0.4868620038032532,0.5849682092666626,-0.18424774706363678,0.4749564230442047,0.5840513110160828,0.18435096740722656,0.5006529688835144,0.7422813177108765,-0.16810071468353271,0.4918210208415985,0.7288488745689392,0.21070270240306854,0.5070908665657043,0.8825626373291016,-0.19477960467338562,0.5053662657737732,0.8378047347068787,0.30358055233955383,0.5291956067085266,0.9054709076881409,-0.20225892961025238,0.51893550157547,0.8655808568000793,0.3082805573940277,0.3995193541049957,0.8980376124382019,-0.3532044291496277,0.4115711450576782,0.8591464161872864,0.23347626626491547
good,0.46357208490371704,0.3387472331523895,-0.03410153090953827,0.48477205634117126,0.32821545004844666,-0.07806625962257385,0.48873043060302734,0.3284429907798767,-0.0781245082616806,0.4924740195274353,0.3295072615146637,-0.07829521596431732,0.4814072847366333,0.32774490118026733,-0.009475601837038994,0.4829769432544708,0.3276139199733734,-0.009357841685414314,0.48399561643600464,0.3281242549419403,-0.009415392763912678,0.5119536519050598,0.3373652696609497,-0.17460840940475464,0.5044460296630859,0.33468765020370483,0.12603522837162018,0.46997305750846863,0.35074886679649353,-0.06229955703020096,0.464189738035202,0.3502834737300873,0.02340676635503769,0.5180463194847107,0.39761829376220703,-0.32082802057266235,0.523398756980896,0.4048939049243927,0.31501689553260803,0.4521556794643402,0.4964432418346405,-0.2343188375234604,0.4658832252025604,0.4908832311630249,0.18868103623390198,0.4273677468299866,0.40619760751724243,0.1845192164182663,0.4553850591182709,0.4472755491733551,-0.10920972377061844,0.4211769700050354,0.3906310498714447,0.20476582646369934,0.4683832824230194,0.43678438663482666,-0.13723799586296082,0.45401862263679504,0.3841366767883301,0.19888971745967865,0.4712943434715271,0.42921730875968933,-0.12930938601493835,0.44835034012794495,0.39219173789024353,0.19752025604248047,0.4707711935043335,0.43309077620506287,-0.12031974643468857,0.4869273006916046,0.5872915387153625,-0.1886027753353119,0.47481569647789,0.5842450261116028,0.1886804848909378,0.5000600814819336,0.742479681968689,-0.1629122644662857,0.49143627285957336,0.7282105088233948,0.30654796957969666,0.5061439871788025,0.8825548887252808,-0.16167888045310974,0.5046435594558716,0.8350854516029358,0.49138307571411133,0.5299532413482666,0.9065743088722229,-0.17008183896541595,0.5181311964988708,0.8587238788604736,0.5024306178092957,0.39423269033432007,0.9002254009246826,-0.34711506962776184,0.40839266777038574,0.856391191482544,0.43043434619903564
